,PolicyNumber,Month,WeekOfMonth,DayOfWeek,AccidentArea,MonthClaimed,WeekOfMonthClaimed,DayOfWeekClaimed,Sex,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,UnusualDeductible,ClaimsPerAgent,MaritalStatus,PriceToAgeRatio,PriceToAgeRatio_Capped,HighRiskVehicleFlag,ClaimAmountRisk,DaysBetween,ClaimProcessingTime
135,136,3,2,7,1,3,2,1,1,29,0,11,1,1,0,6,400,2,4,4,1,6,33,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,359
136,137,3,2,1,1,3,4,2,1,41,1,11,1,1,0,9,400,4,4,4,1,6,38,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,380
137,138,2,4,1,1,3,1,3,1,29,0,13,1,1,0,9,400,4,4,4,0,6,33,0,0,0,5,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,376
138,139,12,4,3,1,1,1,4,1,42,0,13,1,1,0,2,400,2,4,4,3,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,15
139,140,10,5,5,1,2,1,5,1,34,0,13,1,0,0,9,400,2,4,4,0,6,33,0,0,0,1,0,1,1994,3,0,15179,1,0.13353139262452263,0.13353139262452263,0,0,1,97
140,141,7,3,1,1,7,3,2,1,51,0,21,2,5,0,11,400,4,4,4,1,7,45,0,0,0,3,0,1,1994,1,0,15179,1,0.5596157879354227,0.5596157879354227,0,20,1,366
141,142,6,4,1,1,7,1,2,1,32,0,13,1,1,0,3,400,4,4,4,1,5,33,0,0,0,3,0,1,1994,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,375
142,143,2,5,1,1,3,1,5,1,52,0,12,2,1,0,10,400,4,4,4,0,7,45,0,0,1,3,0,5,1994,2,0,241,1,0.22314355131420976,0.22314355131420976,0,4,1,371
143,144,2,3,4,1,2,3,5,1,61,0,11,1,1,0,8,400,2,4,4,2,7,58,0,0,0,0,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,366
144,145,2,3,3,0,2,4,5,1,25,1,12,2,1,0,1,400,4,4,4,2,4,28,0,0,0,3,0,1,1994,2,0,15179,0,0.33647223662121295,0.33647223662121295,0,4,1,374
145,146,11,1,4,1,11,1,5,1,41,0,13,1,2,0,6,400,1,4,4,0,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,366
146,147,9,3,6,1,9,3,2,1,33,1,12,2,2,0,10,400,1,4,4,0,5,33,0,0,0,0,0,1,1994,2,0,15179,0,0.4054651081081644,0.4054651081081644,0,2,1,361
147,148,12,1,1,0,5,3,2,1,39,0,13,1,2,1,1,400,3,4,4,0,7,38,0,0,0,5,1,2,1994,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,170
148,149,6,1,2,1,6,2,4,1,30,0,11,1,2,0,13,400,1,4,4,0,5,33,0,0,0,0,0,1,1994,1,0,15179,0,0.4054651081081644,0.4054651081081644,0,2,1,374
149,150,5,4,1,1,5,4,1,1,50,0,11,1,1,0,15,400,4,4,4,0,7,45,0,0,0,0,0,1,1994,1,0,15179,2,0.22314355131420976,0.22314355131420976,0,4,1,365
150,151,1,2,1,1,1,2,5,0,31,1,11,1,1,0,8,400,1,4,4,2,6,33,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,369
151,152,1,2,2,1,1,2,2,1,23,0,12,2,2,0,8,400,4,4,4,3,4,28,0,0,0,3,0,1,1994,2,0,15179,0,0.4700036292457356,0.4700036292457356,0,8,1,365
152,153,1,2,2,1,1,2,5,1,31,1,12,2,2,0,10,400,3,4,4,1,6,33,0,0,0,1,0,1,1994,2,0,15179,0,0.35667494393873234,0.35667494393873234,0,6,1,368
153,154,9,4,2,1,10,1,1,1,50,1,13,1,1,0,2,500,3,4,4,2,6,45,0,0,0,5,3,1,1994,3,1,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,373
154,155,1,5,6,1,1,5,1,0,33,1,12,2,1,0,8,400,3,4,4,2,5,33,0,0,0,0,0,1,1994,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,360
155,156,1,5,7,1,2,1,2,1,30,0,12,2,2,0,6,400,2,4,4,3,5,33,0,0,0,3,0,1,1994,2,0,15179,1,0.4054651081081644,0.4054651081081644,0,4,1,362
156,157,1,5,1,1,2,1,4,1,44,0,11,1,3,0,13,400,1,4,4,3,7,38,0,0,0,0,0,1,1994,1,0,15179,1,0.4054651081081644,0.4054651081081644,0,3,1,370
157,158,1,4,3,1,2,4,2,1,46,0,13,1,5,0,13,400,2,4,4,1,6,45,0,0,0,5,0,1,1994,3,0,15179,1,0.6190392084062234,0.6190392084062234,0,10,1,394
158,159,1,5,6,1,2,1,3,1,31,0,12,2,1,0,11,400,4,4,4,2,5,33,0,0,0,3,0,1,1994,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,364
159,160,1,5,5,1,1,5,5,1,48,0,12,2,1,0,5,400,3,4,4,2,7,45,0,0,0,0,0,1,1994,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,365
160,161,12,2,5,1,1,2,5,1,33,0,13,1,5,1,12,400,3,4,4,0,5,33,0,0,0,0,0,1,1994,3,0,15179,1,0.6931471805599453,0.6931471805599453,0,15,1,35
161,162,1,4,2,1,1,4,3,1,19,0,12,2,5,0,3,400,1,4,4,2,0,16,0,0,0,0,0,1,1994,2,0,15179,0,1.9459101490553132,0.6931471805599453,1,5,1,366
162,163,1,4,5,1,1,4,3,0,37,1,12,2,5,0,5,400,3,4,4,1,6,38,0,0,0,1,0,1,1994,2,0,15179,0,0.6190392084062234,0.6190392084062234,0,15,1,363
163,164,1,4,5,1,1,4,4,1,43,1,13,1,0,0,3,400,3,4,4,0,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.13353139262452263,0.13353139262452263,0,0,1,364
164,165,1,2,3,1,1,4,1,0,32,1,11,1,2,0,14,400,1,4,4,3,3,33,0,0,0,1,0,3,1994,1,0,15179,1,0.5596157879354227,0.5596157879354227,0,2,1,377
165,166,1,2,4,1,1,2,4,1,57,0,12,2,1,0,4,400,1,4,4,2,7,58,0,0,0,3,0,1,1994,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,365
166,167,1,3,5,1,1,3,1,1,65,1,13,1,1,0,8,400,2,4,4,1,7,58,0,0,0,0,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,361
167,168,10,2,6,1,10,2,1,0,27,0,11,1,1,0,12,400,4,4,4,0,5,33,0,0,0,1,0,1,1994,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,360
168,169,5,4,5,0,7,2,3,1,42,0,33,3,5,0,6,400,4,4,4,2,7,38,0,0,0,0,4,2,1994,3,0,15179,1,0.5596157879354227,0.5596157879354227,0,20,1,409
169,170,5,3,4,1,5,4,1,1,57,0,12,2,1,0,7,400,1,4,4,2,7,58,0,0,0,5,0,1,1994,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,369
170,171,3,4,5,1,3,5,3,1,32,0,13,1,1,0,2,400,3,4,4,0,6,33,0,0,0,5,0,1,1994,3,0,15179,0,0.2513144282809061,0.2513144282809061,0,3,1,370
171,172,3,1,6,1,3,3,1,1,29,0,12,2,1,0,7,400,2,4,4,2,6,33,0,0,0,5,0,1,1994,2,0,15179,0,0.2513144282809061,0.2513144282809061,0,2,1,374
172,173,2,2,1,1,2,4,2,1,36,0,11,1,2,0,2,400,4,4,4,0,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,380
173,174,2,2,1,1,2,2,1,1,28,0,12,2,2,0,2,400,4,4,4,2,5,33,0,0,0,1,0,1,1994,2,0,15179,0,0.4054651081081644,0.4054651081081644,0,8,1,365
174,175,2,1,1,1,2,2,2,0,32,0,13,1,0,0,14,400,1,4,4,1,5,33,0,0,0,1,0,1,1994,3,0,15179,0,0.15415067982725827,0.15415067982725827,0,0,1,373
175,176,2,1,7,1,2,2,4,1,33,0,13,1,1,0,1,400,2,4,4,0,5,33,0,0,0,0,0,1,1994,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,369
176,177,2,2,2,1,2,2,3,1,37,0,13,1,2,0,1,400,2,4,4,2,7,38,0,0,0,3,0,1,1994,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,366
177,178,1,5,2,1,2,1,3,0,26,0,12,2,1,0,16,400,3,4,4,3,5,33,0,0,0,5,0,1,1994,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,368
178,179,1,3,7,1,1,3,3,1,53,0,13,1,1,0,5,400,1,4,4,1,7,45,0,0,0,1,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,361
179,180,1,3,6,0,1,3,2,1,53,1,13,1,1,0,12,400,3,4,4,1,7,45,0,0,0,0,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,361
180,181,1,3,1,1,1,3,2,1,74,0,13,1,0,0,8,400,4,4,4,2,7,70,0,0,0,1,0,1,1994,3,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,366
181,182,6,3,2,1,7,4,4,1,50,0,11,1,1,0,3,400,2,4,4,1,6,45,0,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,404
182,183,6,2,4,1,6,2,5,1,27,1,13,1,1,0,3,400,4,4,4,0,5,33,0,0,0,0,2,1,1994,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,366
183,184,12,2,7,1,2,1,2,1,48,1,13,1,1,0,7,400,1,4,4,3,7,45,0,0,0,5,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,53
184,185,1,1,7,1,1,1,2,0,55,1,13,1,1,0,2,400,2,4,4,0,6,45,0,0,0,3,0,1,1994,3,0,15179,0,0.2513144282809061,0.2513144282809061,0,2,1,360
185,186,1,1,7,1,1,1,3,1,48,0,13,1,1,0,10,400,4,4,4,0,7,45,0,0,0,5,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,361
186,187,1,1,1,1,1,2,3,1,19,1,12,2,5,0,8,400,4,4,4,2,0,16,0,0,0,0,0,1,1994,2,0,15179,0,1.9459101490553132,0.6931471805599453,1,20,1,374
187,188,12,5,4,1,1,2,5,1,54,1,12,2,1,0,10,400,4,4,4,1,6,45,0,0,0,0,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,15
188,189,1,1,6,1,1,1,1,1,36,0,12,2,2,0,14,400,1,4,4,3,6,38,0,0,0,5,0,1,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,360
189,190,12,2,1,1,1,1,1,1,43,0,13,1,2,1,10,400,2,4,4,2,7,38,0,0,0,0,4,2,1994,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,28
190,191,12,5,5,1,1,1,2,1,41,0,11,1,2,0,1,400,4,4,4,0,7,38,0,0,0,3,0,1,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,4
191,192,2,4,2,1,2,4,3,1,48,0,13,1,1,0,6,400,2,4,4,2,7,45,0,0,0,3,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,366
192,193,12,3,2,1,1,2,1,1,26,0,33,3,5,1,14,400,2,4,4,0,5,33,0,0,0,1,0,1,1994,3,0,15179,1,0.6931471805599453,0.6931471805599453,0,10,1,27
193,194,2,2,7,1,2,3,1,0,43,0,13,1,1,0,1,400,3,4,4,0,5,38,0,0,0,0,0,1,1994,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,366
194,195,12,3,4,1,1,1,1,1,39,0,21,2,5,1,13,400,3,4,4,0,7,38,0,0,0,0,0,1,1994,1,0,15179,1,0.5596157879354227,0.5596157879354227,0,15,1,18
195,196,2,1,5,1,2,2,3,1,49,1,11,1,2,0,4,400,3,4,4,1,7,45,0,0,0,5,0,1,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,370
196,197,2,1,6,1,10,3,1,1,37,1,11,1,2,0,14,400,3,4,4,2,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,6,1,614
197,198,8,1,3,1,9,2,4,1,36,1,11,1,1,0,1,400,3,4,4,2,6,38,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,403
198,199,3,1,7,1,3,2,5,0,52,0,13,1,1,0,4,400,4,4,4,2,5,45,0,0,0,5,0,1,1994,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,370
199,200,12,4,6,1,1,2,1,1,29,1,13,1,0,0,16,400,4,4,4,0,5,33,0,0,0,1,0,1,1994,3,0,15179,1,0.15415067982725827,0.15415067982725827,0,0,1,16
200,201,12,4,5,1,1,1,1,1,38,1,11,1,1,0,10,400,4,4,4,0,7,38,0,0,0,0,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,10
201,202,12,4,1,1,1,1,2,1,34,0,11,1,1,0,2,400,4,4,4,1,5,33,0,0,0,0,0,1,1994,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,15
202,203,12,4,1,0,1,2,5,1,19,0,11,1,5,0,14,400,3,4,4,2,0,16,0,0,0,0,0,1,1994,1,0,15179,0,1.9459101490553132,0.6931471805599453,1,15,1,25
203,204,9,1,1,0,9,1,2,1,41,0,12,2,2,0,6,400,4,4,4,0,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,366
204,205,12,3,5,1,1,3,2,1,41,1,13,1,0,1,16,500,3,1,4,2,6,38,0,0,0,0,3,1,1994,3,1,15179,1,0.13353139262452263,0.13353139262452263,0,0,4,32
205,206,4,4,6,1,5,1,2,1,64,0,11,1,1,0,15,400,3,4,4,1,7,58,0,0,0,0,0,3,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,370
206,207,12,3,6,1,1,2,1,1,27,0,11,1,5,1,11,400,4,4,4,2,3,33,0,0,0,1,0,1,1994,1,0,15179,1,0.9162907318741551,0.6931471805599453,1,20,1,23
207,208,9,5,5,1,10,1,1,1,25,0,11,1,5,0,5,400,4,4,4,2,4,28,0,0,0,3,0,1,1994,1,0,15179,0,0.7884573603642702,0.6931471805599453,1,20,1,363
208,209,10,1,6,1,10,2,2,1,21,1,11,1,1,0,5,400,2,4,4,1,4,28,0,0,0,0,0,1,1994,1,0,15179,0,0.33647223662121295,0.33647223662121295,0,2,1,368
209,210,12,4,2,0,3,3,3,1,31,1,13,1,0,0,16,400,2,4,4,0,5,33,0,0,0,0,0,1,1994,3,0,15179,1,0.15415067982725827,0.15415067982725827,0,0,1,89
210,211,4,3,1,1,4,3,1,1,39,0,11,1,1,0,3,400,1,4,4,0,7,38,0,0,0,5,4,2,1994,1,0,15179,0,0.22314355131420976,0.22314355131420976,0,1,1,365
211,212,2,4,3,0,2,5,1,0,37,1,13,1,0,0,1,400,1,4,4,0,4,38,0,0,0,3,0,1,1994,3,0,15179,1,0.18232155679395465,0.18232155679395465,0,0,1,370
212,213,2,3,1,1,2,3,2,1,41,0,11,1,1,0,11,400,4,4,4,3,6,38,0,0,0,1,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,366
213,214,8,2,4,1,8,3,3,1,37,0,13,1,1,0,16,400,4,4,4,0,6,38,0,0,0,1,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,371
214,215,6,4,6,0,6,4,1,1,28,0,11,1,2,0,7,400,1,4,4,2,6,33,0,0,0,3,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,360
215,216,6,1,5,1,9,2,1,1,57,0,11,1,1,0,12,400,1,4,4,0,7,58,0,0,0,5,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,458
216,217,6,1,5,1,6,3,2,1,61,0,11,1,1,0,9,400,2,3,4,0,7,58,1,0,0,0,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,2,376
217,218,1,5,2,1,1,5,2,1,69,0,12,2,1,0,3,700,4,4,4,3,7,70,0,0,0,1,0,1,1994,2,1,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,365
218,219,1,5,2,1,2,2,4,1,67,0,11,1,1,0,11,400,1,4,4,1,7,70,0,0,0,1,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,376
219,220,2,1,4,1,2,1,1,1,52,0,13,1,5,0,1,400,4,4,4,1,7,45,0,0,0,3,0,1,1994,3,0,15179,1,0.5596157879354227,0.5596157879354227,0,20,1,362
220,221,7,4,1,1,9,1,4,1,23,0,12,2,1,0,15,400,1,4,4,2,5,28,0,0,0,3,0,1,1994,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,1,1,407
221,222,6,4,3,1,6,4,5,1,38,0,12,2,0,0,2,400,4,4,4,3,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.13353139262452263,0.13353139262452263,0,0,1,367
222,223,1,2,1,1,1,2,3,1,32,1,11,1,1,0,13,400,4,4,4,2,6,33,0,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,367
223,224,1,2,1,1,1,2,2,1,26,0,12,2,1,0,9,400,2,4,4,3,5,33,0,0,0,5,0,1,1994,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,366
224,225,1,2,1,1,1,2,2,1,57,0,13,1,1,0,4,400,1,4,4,2,7,58,0,0,0,0,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,366
225,226,11,3,1,1,11,3,1,1,29,0,12,2,5,0,2,400,2,4,4,2,5,33,0,0,0,0,0,1,1994,2,0,15179,1,0.6931471805599453,0.6931471805599453,0,10,1,365
226,227,10,3,2,1,10,4,3,1,26,1,11,1,2,0,5,400,2,3,4,0,6,33,0,0,0,0,0,9,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,2,373
227,228,10,3,2,1,10,5,2,0,30,0,11,1,5,0,14,400,1,4,4,2,5,33,0,0,0,3,0,1,1994,1,0,15179,0,0.6931471805599453,0.6931471805599453,0,5,1,379
228,229,12,4,4,0,1,1,3,1,41,0,11,1,1,1,1,400,2,4,4,1,6,38,0,0,0,3,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,13
229,230,10,4,3,1,10,4,4,1,65,0,12,2,5,0,14,400,4,4,4,3,6,58,0,0,0,3,0,1,1994,2,0,15179,1,0.6190392084062234,0.6190392084062234,0,20,1,366
230,231,6,2,1,1,6,4,4,1,33,0,11,1,1,0,13,400,1,4,4,0,5,33,0,0,0,0,0,1,1994,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,382
231,232,4,2,5,1,4,2,5,1,44,0,13,1,1,0,10,400,2,4,4,2,5,38,0,0,0,0,4,2,1994,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,365
232,233,12,4,4,1,1,1,1,1,26,0,11,1,1,1,12,400,2,4,4,2,6,33,0,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,11
233,234,3,5,2,1,4,1,2,1,32,1,11,1,5,0,5,400,2,4,4,0,5,33,0,0,0,1,0,1,1994,1,0,15179,1,0.6931471805599453,0.6931471805599453,0,10,1,367
234,235,3,4,4,1,3,4,5,1,29,0,13,1,0,0,16,400,3,4,4,0,5,33,0,0,0,0,0,1,1994,3,0,15179,1,0.15415067982725827,0.15415067982725827,0,0,1,366
235,236,12,4,4,1,1,2,2,1,26,0,13,1,1,1,16,400,4,4,4,0,5,33,0,0,0,3,0,1,1994,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,19
236,237,3,1,3,0,3,1,4,0,37,0,11,1,1,0,3,400,4,4,4,2,6,38,0,1,0,5,0,1,1994,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,4,1,366
237,238,3,1,4,1,3,1,5,1,33,0,12,2,1,0,11,400,1,4,4,1,5,33,0,0,0,3,0,1,1994,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,366
238,239,1,3,1,1,1,4,6,1,54,0,13,1,1,0,7,400,2,4,4,0,7,45,0,0,0,3,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,377
239,240,1,3,1,1,1,3,2,1,26,0,12,2,2,0,5,400,4,4,4,3,6,33,0,0,0,5,0,1,1994,2,0,15179,0,0.35667494393873234,0.35667494393873234,0,8,1,366
240,241,1,3,7,1,1,3,2,1,32,0,12,2,1,0,16,400,4,4,4,2,5,33,0,0,0,1,0,1,1994,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,360
241,242,1,3,6,1,1,3,1,0,25,0,12,2,1,0,1,400,3,4,4,2,3,28,0,0,0,1,1,1,1994,2,0,15179,0,0.4054651081081644,0.4054651081081644,0,3,1,360
242,243,8,3,3,1,1,3,3,0,23,0,12,2,1,0,12,400,3,4,4,3,4,28,0,0,0,1,0,1,1994,2,0,15179,0,0.33647223662121295,0.33647223662121295,0,3,1,155
243,244,8,4,1,1,3,3,4,1,19,0,11,1,5,0,7,400,1,4,4,0,0,16,0,0,0,0,0,1,1994,1,0,15179,0,1.9459101490553132,0.6931471805599453,0,5,1,211
244,245,2,3,6,1,3,4,1,1,31,1,11,1,0,0,9,400,1,4,4,1,5,33,0,0,0,3,0,1,1994,1,0,15179,0,0.15415067982725827,0.15415067982725827,0,0,1,397
245,246,12,4,5,1,1,1,2,1,19,1,11,1,5,0,3,400,4,4,4,0,0,16,0,0,0,0,0,1,1994,1,0,15179,0,1.9459101490553132,0.6931471805599453,0,20,1,11
246,247,2,3,4,1,2,5,2,1,42,0,13,1,0,0,14,400,4,4,4,1,6,38,0,0,0,3,0,3,1994,3,0,15179,1,0.13353139262452263,0.13353139262452263,0,0,1,377
247,248,2,3,4,0,2,3,5,1,42,0,12,2,2,0,11,400,2,4,4,2,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,366
248,249,2,3,5,1,2,3,1,1,32,0,11,1,1,0,16,700,2,4,4,1,6,33,0,0,0,0,0,1,1994,1,1,15179,0,0.2513144282809061,0.2513144282809061,0,2,1,361
249,250,2,2,3,1,2,2,4,1,51,0,11,1,1,0,1,400,2,4,4,2,7,45,0,0,0,0,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,366
250,251,1,3,1,1,1,3,2,1,19,1,21,2,5,0,12,400,4,4,4,2,2,23,0,0,0,0,0,1,1994,1,0,15179,0,1.0986122886681098,0.6931471805599453,1,20,1,366
251,252,1,3,1,1,1,4,2,1,26,0,13,1,1,0,10,400,1,4,4,2,6,33,0,0,0,0,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,373
252,253,1,3,1,1,1,4,1,1,29,0,11,1,1,0,3,400,2,4,4,1,4,33,0,0,0,0,4,2,1994,1,0,15179,0,0.33647223662121295,0.33647223662121295,0,2,1,372
253,254,1,3,3,1,1,3,4,1,29,0,12,2,2,0,15,400,2,4,4,2,5,33,0,0,0,0,0,1,1994,2,0,15179,1,0.4054651081081644,0.4054651081081644,0,4,1,366
254,255,12,5,5,1,1,1,2,1,29,1,21,2,5,0,12,400,2,4,4,2,6,33,0,0,0,5,0,1,1994,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,10,1,4
255,256,12,5,5,1,1,1,1,1,44,0,12,2,1,0,9,500,2,4,4,1,7,38,0,0,0,5,3,1,1994,2,1,15179,0,0.22314355131420976,0.22314355131420976,0,2,1,3
256,257,12,5,6,1,1,1,3,1,49,0,11,1,5,0,5,400,3,4,4,1,7,45,0,0,0,5,0,1,1994,1,0,15179,1,0.5596157879354227,0.5596157879354227,0,15,1,4
257,258,12,5,6,1,1,1,2,0,47,0,11,1,1,0,12,400,1,4,4,2,6,45,0,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,3
258,259,8,3,4,1,8,3,4,1,50,0,11,1,1,0,16,400,3,4,4,1,6,45,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,365
259,260,6,5,2,1,6,5,2,1,50,0,12,2,2,0,10,400,2,4,4,2,7,45,0,0,0,5,0,1,1994,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,365
260,261,6,1,5,1,6,1,5,1,44,0,11,1,1,0,9,400,2,4,4,0,7,38,0,0,0,0,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,365
261,262,5,2,7,1,5,2,1,1,42,1,13,1,1,0,1,400,4,4,4,0,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,359
262,263,4,5,4,1,4,5,5,1,49,0,11,1,2,0,3,400,1,4,4,1,7,45,0,0,0,1,0,1,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,2,1,366
263,264,4,1,6,1,4,1,2,1,34,1,11,1,1,0,7,400,4,4,4,2,5,33,0,0,0,1,0,1,1994,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,361
264,265,2,4,1,1,8,5,1,0,51,0,12,2,1,0,16,400,2,4,4,1,6,45,0,0,0,0,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,552
265,266,12,4,1,1,1,1,1,1,26,1,11,1,5,0,5,400,2,4,4,1,4,33,0,0,0,0,0,1,1994,1,0,15179,1,0.7884573603642702,0.6931471805599453,0,10,1,14
266,267,2,1,6,1,2,2,6,1,39,0,12,2,1,0,4,400,3,4,4,2,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,372
267,268,2,2,1,1,2,2,2,0,30,1,13,1,5,0,3,400,2,4,4,1,5,33,0,0,0,3,0,1,1994,3,0,15179,1,0.6931471805599453,0.6931471805599453,0,10,1,366
268,269,2,2,1,1,2,3,1,1,18,0,13,1,5,0,5,400,3,4,4,1,0,16,0,0,0,0,0,1,1994,3,0,15179,0,1.9459101490553132,0.6931471805599453,0,15,1,372
269,270,2,1,2,1,2,2,1,1,47,0,12,2,1,0,9,400,3,4,4,1,7,45,0,0,0,3,0,1,1994,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,371
270,271,1,2,5,1,1,2,3,0,33,0,12,2,1,0,2,400,3,4,4,2,2,33,0,0,0,3,0,1,1994,2,0,15179,1,0.5108256237659907,0.5108256237659907,0,3,1,363
271,272,1,2,6,1,1,2,1,1,31,0,11,1,1,0,6,400,4,4,4,0,5,33,0,0,0,5,0,1,1994,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,360
272,273,1,2,1,0,1,2,1,1,50,0,11,1,1,0,7,400,4,4,4,0,7,45,0,0,0,1,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,365
273,274,1,2,7,1,1,3,3,1,78,0,11,1,1,0,11,400,1,4,4,1,7,70,0,0,0,5,2,2,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,368
