DriverRating,AccidentArea,AgeOfVehicle,Fault,VehicleCategory,UnusualDeductible,WitnessPresent,MonthClaimed,Year,Sex,PolicyType,Deductible,ClaimProcessingTime,WeekOfMonth,RepNumber,Age,NumberOfSuppliments,ClaimAmountRisk,FraudFound_P
4,1,7,0,1,1,0,11,1994,1,11,500,387,4,14,43,5,8,0
2,1,7,0,1,0,0,4,1995,1,11,400,363,1,6,48,0,2,0
4,0,6,0,2,0,0,12,1995,1,12,400,363,4,2,48,0,4,0
4,1,7,0,2,0,0,3,1994,1,12,400,367,1,15,61,0,4,0
3,1,4,0,1,0,0,4,1994,1,11,400,366,3,5,32,1,6,1
2,1,7,0,1,0,0,5,1996,1,11,400,372,4,9,47,3,4,0
1,1,6,0,2,0,0,10,1996,1,12,400,375,5,12,30,5,1,0
4,1,6,0,2,0,0,2,1996,1,12,400,367,1,13,42,1,20,0
2,1,4,0,1,0,0,9,1994,1,13,400,375,2,9,22,0,0,0
1,1,6,0,1,0,0,1,1994,1,11,400,361,1,16,44,3,1,0
4,1,5,0,3,0,0,6,1994,1,33,400,370,2,15,31,0,20,0
3,1,5,0,2,0,0,5,1996,0,12,400,381,3,4,32,0,3,0
3,1,7,0,1,0,0,9,1996,0,11,400,361,4,8,45,3,0,0
4,1,6,1,1,1,0,11,1996,1,11,500,406,3,1,35,0,8,0
2,1,7,0,1,0,0,1,1996,1,11,400,370,2,7,60,0,4,0
2,1,5,0,1,0,0,4,1995,1,11,400,365,1,5,31,0,2,0
1,1,7,0,1,0,0,12,1994,1,13,400,375,4,7,55,1,0,0
3,1,5,1,1,0,0,3,1996,1,11,400,365,2,8,29,0,6,0
4,1,6,1,2,0,0,6,1994,1,12,400,381,3,14,39,1,4,0
3,1,0,0,1,0,0,6,1996,1,11,400,366,4,10,28,0,15,0
1,1,6,0,1,0,0,1,1995,1,11,400,361,3,12,44,3,2,0
4,1,7,0,1,0,0,1,1994,1,13,400,40,4,14,47,1,4,0
4,1,7,0,2,0,0,11,1995,1,12,400,365,2,2,42,3,8,0
4,1,7,1,1,0,0,12,1995,1,13,400,376,1,15,51,3,4,0
4,1,7,0,1,0,0,11,1995,1,11,400,365,1,6,51,1,12,0
1,0,2,0,1,0,0,3,1995,1,13,400,376,3,2,51,0,2,0
4,0,7,0,3,0,0,3,1994,1,33,400,395,3,11,48,0,20,0
2,1,5,0,1,0,0,6,1996,1,11,400,365,2,6,29,5,2,0
4,1,7,1,1,0,0,10,1994,1,11,400,372,3,6,60,1,4,0
4,1,3,1,1,0,0,10,1994,1,13,400,373,4,3,27,0,20,0
2,1,0,1,2,0,0,3,1994,1,12,400,367,2,16,19,0,10,1
4,1,5,1,1,0,0,8,1996,1,13,400,370,2,4,28,5,4,0
4,0,7,0,1,0,0,8,1994,1,11,400,368,5,15,41,0,8,0
3,1,6,0,2,0,0,10,1996,1,21,400,360,4,9,38,3,15,0
3,1,5,0,1,0,0,4,1994,1,13,400,198,1,14,33,0,6,0
4,1,5,0,1,0,0,3,1996,1,11,400,369,2,8,35,5,8,0
1,1,5,0,1,0,0,7,1995,1,11,400,368,5,3,33,0,1,0
1,1,6,1,1,0,0,7,1996,0,11,400,361,1,14,49,1,1,0
3,1,4,0,1,0,0,9,1994,1,11,400,360,1,12,31,0,3,0
1,1,6,1,1,0,0,10,1995,1,13,400,373,4,9,52,5,1,0
1,1,5,0,1,0,0,7,1995,1,11,400,411,4,5,35,0,1,0
4,1,4,1,1,0,0,6,1996,0,11,400,372,2,6,30,0,4,0
2,1,5,1,2,0,0,3,1995,1,21,400,370,2,4,35,0,10,0
2,1,6,1,2,0,0,1,1996,1,12,400,372,1,15,35,0,4,0
1,1,6,0,1,0,0,12,1994,1,13,400,365,1,4,40,0,1,1
1,1,7,0,2,0,0,6,1996,0,12,400,365,3,2,61,5,2,0
3,1,5,0,2,0,0,9,1995,1,12,400,369,4,1,34,5,6,0
2,1,5,1,1,0,0,10,1996,0,11,400,366,4,6,54,0,2,0
1,1,7,0,2,0,0,7,1996,1,23,400,365,2,14,53,5,2,0
1,1,0,0,1,0,0,3,1994,1,11,400,365,3,12,19,0,5,0
3,1,6,0,2,0,0,1,1996,0,12,400,359,1,6,29,5,3,0
1,1,6,0,2,0,0,3,1995,1,12,400,365,3,2,42,1,2,0
4,1,4,1,1,0,0,11,1995,1,11,400,363,5,6,22,5,8,0
1,1,4,1,2,0,0,1,1994,1,21,400,367,2,16,22,5,5,0
4,1,6,0,2,0,0,8,1995,1,21,400,367,4,3,30,0,20,0
2,1,7,1,2,1,0,10,1996,1,12,700,360,3,9,42,1,2,0
3,1,5,0,1,0,0,1,1996,0,11,400,74,2,16,27,0,3,0
2,1,7,0,2,0,0,11,1996,1,12,400,365,3,16,39,0,4,0
1,1,6,1,2,0,0,4,1995,1,12,400,365,2,3,49,0,3,0
4,1,6,0,1,0,0,11,1995,1,11,400,365,3,15,49,3,4,0
3,1,7,0,2,0,0,12,1996,1,12,400,365,1,11,39,5,6,0
4,1,6,0,2,0,0,5,1996,1,12,400,372,3,13,58,0,20,0
4,0,6,0,1,0,0,8,1996,1,13,400,467,2,13,30,5,0,0
3,1,6,0,1,0,0,7,1996,1,11,400,361,3,9,60,3,3,0
4,1,6,1,2,0,0,9,1996,1,12,400,380,1,1,26,0,4,0
1,1,6,0,1,0,0,5,1996,1,13,400,419,3,16,36,0,0,0
1,1,7,1,1,0,0,4,1996,1,11,400,365,2,11,55,0,1,0
3,1,5,0,2,0,0,1,1994,1,12,400,26,5,15,35,0,3,0
1,1,7,1,1,0,0,3,1995,1,11,400,370,1,10,57,0,2,0
2,1,5,1,1,0,0,5,1996,1,13,400,363,2,9,27,0,10,0
4,1,6,0,1,0,0,4,1995,1,13,400,366,3,16,45,0,4,1
2,1,7,0,1,0,0,9,1995,1,13,400,360,4,15,65,5,10,0
3,0,0,0,2,0,0,9,1994,1,21,400,388,2,11,18,0,15,0
3,1,4,1,2,0,0,5,1994,0,12,400,365,4,10,51,0,3,0
4,1,1,1,1,0,0,3,1994,0,11,400,367,1,12,25,5,4,0
4,0,6,1,1,0,0,4,1994,1,13,400,376,5,5,39,0,8,0
4,1,7,0,1,0,0,3,1996,1,11,400,376,4,3,57,0,4,0
1,1,6,1,1,0,0,3,1994,1,13,400,365,1,7,41,0,1,0
1,1,6,0,1,0,0,5,1995,1,11,400,416,2,1,46,0,2,0
1,1,6,0,1,0,0,1,1994,0,11,400,369,3,12,32,0,1,1
4,1,7,1,1,0,0,4,1994,1,11,400,378,3,10,53,1,4,0
3,1,4,0,2,0,0,12,1994,1,12,400,371,2,16,25,0,3,0
3,1,6,1,1,0,0,2,1994,1,13,400,52,5,13,30,5,3,0
1,1,5,0,1,0,0,1,1994,1,11,400,371,1,5,33,1,1,0
2,1,5,0,1,0,0,5,1994,0,11,400,369,2,16,28,1,2,0
3,1,5,0,1,0,0,4,1994,1,11,400,373,3,8,28,1,3,0
4,1,5,0,2,0,0,5,1996,1,12,400,359,2,11,26,1,4,0
2,1,5,0,1,0,0,11,1994,1,13,400,501,1,16,29,0,0,1
4,1,7,1,1,0,0,12,1995,1,11,400,361,1,8,49,5,4,0
2,1,6,0,2,0,0,6,1994,1,12,400,367,3,4,28,5,0,0
3,1,5,0,2,0,0,10,1995,1,12,400,365,3,11,35,3,3,0
2,1,5,0,1,0,0,3,1995,1,11,400,365,1,1,30,3,4,0
3,1,6,0,1,0,0,8,1995,1,13,400,361,3,13,41,3,0,0
2,1,6,0,1,0,0,6,1995,0,11,400,384,5,15,42,0,2,0
3,1,6,0,2,0,0,8,1996,1,12,400,373,4,2,52,0,15,0
1,0,6,0,1,0,0,5,1994,1,11,400,383,3,1,33,5,1,0
2,1,5,0,1,1,0,4,1996,0,13,500,363,2,13,32,0,2,0
3,1,5,0,2,0,0,9,1996,1,12,400,359,2,7,28,3,6,0
4,1,6,0,2,0,0,8,1996,1,12,400,377,2,1,29,5,4,0
4,1,6,0,2,0,0,6,1996,1,12,400,376,1,9,43,0,12,0
3,1,0,1,1,0,0,2,1994,1,13,400,366,3,5,19,0,15,0
4,1,5,0,1,0,0,9,1995,0,11,400,370,4,12,29,0,4,1
1,1,7,0,1,0,0,1,1996,0,13,400,369,3,8,48,0,0,0
3,1,6,0,2,0,0,6,1995,0,12,400,369,5,2,37,0,6,0
1,1,6,0,1,0,0,10,1995,1,11,400,365,2,1,31,0,1,0
2,1,7,0,1,0,0,2,1994,1,13,400,366,2,1,37,3,4,0
4,1,5,0,2,0,0,4,1994,1,12,400,389,4,6,27,3,4,1
2,1,5,0,2,0,0,2,1995,1,12,400,387,1,6,28,1,4,0
3,1,5,1,1,0,0,1,1996,1,13,400,12,4,13,31,0,15,0
1,1,6,0,1,0,0,4,1995,1,11,400,369,2,1,37,5,1,0
4,1,7,0,2,0,0,2,1995,1,12,400,374,1,4,47,1,8,0
3,1,7,1,1,0,0,6,1995,1,13,400,360,2,12,46,1,15,0
3,1,5,0,2,1,0,5,1994,1,12,500,378,4,1,37,0,6,0
4,1,6,0,1,0,0,11,1994,1,11,400,504,5,5,43,3,4,0
4,1,5,0,1,0,0,4,1994,1,11,400,359,2,11,30,0,4,0
2,1,6,0,1,0,0,12,1995,1,11,400,374,3,11,29,0,2,0
3,1,6,0,2,0,0,10,1996,1,12,400,365,1,9,44,0,3,0
4,0,6,1,1,0,0,4,1995,1,11,400,360,1,3,28,0,4,1
4,1,5,0,1,0,0,6,1994,1,11,400,369,2,12,34,1,4,0
4,1,6,0,2,0,0,7,1995,1,12,400,368,2,1,44,0,4,1
1,1,5,0,1,0,0,2,1995,1,13,400,390,3,8,34,1,1,0
4,1,6,0,1,0,0,9,1994,1,11,400,374,4,16,26,0,4,0
3,0,5,1,1,0,0,11,1995,1,11,400,370,1,16,45,1,6,0
2,1,7,1,1,0,0,6,1994,1,13,400,326,4,16,60,1,4,0
3,1,7,0,2,0,0,9,1994,0,12,400,361,4,5,46,5,3,0
4,1,5,0,1,0,0,1,1996,1,11,400,359,3,16,32,0,4,0
4,1,7,0,2,0,0,1,1996,0,12,400,373,2,1,49,5,4,0
3,1,7,0,1,0,0,3,1996,1,13,400,361,1,15,49,0,15,0
4,1,5,1,1,0,0,10,1996,1,11,400,388,3,16,34,0,4,0
2,1,6,0,1,0,0,11,1995,1,11,400,375,4,9,37,1,4,0
3,0,6,0,1,0,0,2,1995,1,13,400,368,5,2,45,1,0,0
2,1,7,0,1,0,0,4,1994,1,11,400,366,3,15,56,5,2,0
3,1,6,0,2,0,0,6,1994,1,12,400,384,2,8,41,3,6,0
2,1,5,0,3,0,0,1,1994,1,33,400,370,1,11,36,0,10,0
2,1,6,1,1,0,0,12,1996,1,13,400,371,4,4,41,3,2,0
2,1,7,0,1,0,0,6,1994,1,13,400,367,1,14,60,3,2,0
1,1,6,0,2,0,0,1,1996,1,12,400,368,1,12,41,0,1,0
2,1,6,1,1,0,0,7,1995,1,13,400,369,1,6,29,1,4,0
2,1,7,0,2,0,0,9,1994,0,12,400,446,1,15,58,1,2,0
3,1,4,0,2,0,0,7,1994,0,12,400,375,4,16,39,0,3,0
3,1,6,1,2,0,0,6,1996,1,12,400,383,1,9,26,5,15,1
1,1,7,0,2,0,0,5,1995,1,12,400,375,4,14,53,5,1,0
4,1,6,0,2,0,0,7,1994,1,12,400,365,3,4,40,1,8,0
1,1,5,1,1,0,0,4,1994,1,11,400,359,3,6,35,1,2,0
3,1,7,1,2,0,0,6,1995,1,12,400,375,4,5,48,1,3,1
3,1,6,0,2,0,0,10,1996,1,12,400,366,1,13,30,0,6,1
4,1,6,0,1,1,0,10,1994,0,11,500,361,2,15,47,0,4,0
2,1,4,0,2,0,0,12,1996,1,12,400,366,4,8,28,1,2,0
1,1,7,0,1,0,0,1,1996,1,11,400,360,4,12,63,1,1,0
3,1,6,0,2,0,0,1,1994,0,12,400,360,1,16,39,5,3,0
2,1,4,0,2,0,0,9,1996,0,12,400,378,4,6,29,3,2,0
2,1,6,0,2,0,0,8,1996,1,12,400,360,5,10,27,5,4,0
4,1,6,1,2,0,0,7,1995,1,12,400,374,2,2,43,1,8,1
1,1,5,0,1,0,0,5,1995,1,11,400,366,2,13,44,0,1,0
4,1,6,0,1,0,0,11,1994,1,11,400,365,4,11,62,3,4,0
1,0,6,1,1,0,0,2,1994,0,13,400,365,2,16,33,5,1,0
4,0,6,1,1,0,0,7,1995,1,11,400,359,1,6,45,1,8,0
2,1,6,1,2,0,0,12,1994,1,21,400,378,4,15,26,0,10,0
3,1,4,0,1,0,0,11,1996,1,13,400,369,2,14,32,3,3,0
3,1,5,1,2,0,0,2,1994,0,12,400,366,2,7,35,5,6,0
3,1,5,0,1,0,0,2,1996,1,11,400,365,4,16,61,0,3,0
1,1,7,1,1,0,0,9,1996,1,11,400,377,3,11,54,5,2,0
1,1,7,0,1,0,0,4,1994,1,11,400,366,5,3,49,1,2,0
3,1,6,0,2,0,0,9,1995,1,12,400,365,2,15,44,3,3,0
2,1,6,1,1,0,0,12,1996,1,13,400,369,4,16,42,3,2,0
3,1,4,1,2,0,0,1,1995,1,12,400,361,4,11,28,0,3,0
3,1,6,0,2,0,0,4,1994,0,12,400,373,3,13,28,1,3,0
3,1,7,0,2,0,0,1,1994,1,12,400,366,1,14,51,0,3,0
3,1,6,0,2,0,0,1,1996,1,12,400,360,4,10,44,1,3,0
2,1,6,0,1,0,0,2,1994,1,11,400,373,4,3,33,5,4,0
2,1,6,0,2,0,0,4,1994,1,12,400,361,3,3,42,0,4,0
2,1,6,1,1,0,0,10,1994,1,11,400,373,3,5,26,0,4,0
1,1,6,0,2,0,0,1,1995,1,12,400,359,5,16,37,0,2,0
1,1,6,0,2,0,0,10,1994,1,12,400,365,2,9,48,5,1,0
4,1,7,1,2,0,0,2,1994,1,12,400,370,4,3,39,1,20,0
2,1,7,1,1,0,0,3,1994,1,13,400,365,2,10,50,5,2,0
3,1,7,0,2,0,0,12,1996,1,12,400,414,1,6,73,5,3,0
4,1,5,0,1,0,0,9,1996,1,13,400,362,2,2,38,0,0,0
2,1,4,0,1,0,0,6,1994,0,13,400,371,4,6,22,0,0,0
4,1,5,1,1,0,0,4,1995,1,13,400,381,2,11,27,1,8,0
4,1,6,0,1,0,0,1,1996,0,11,400,366,1,4,42,0,4,0
3,1,5,0,1,0,0,7,1994,1,13,400,363,2,11,30,0,3,0
4,1,7,0,1,0,0,4,1994,1,13,400,370,3,13,47,0,8,0
2,0,7,1,1,0,0,2,1994,1,13,400,375,2,16,72,5,2,0
3,1,7,0,1,0,0,1,1994,1,13,400,366,1,7,47,5,6,0
3,1,6,0,1,0,0,8,1995,1,11,400,390,4,6,28,0,3,0
1,1,6,1,1,0,0,7,1996,1,13,400,391,5,15,37,1,2,0
2,1,5,0,2,0,0,1,1994,1,12,400,366,2,9,26,5,2,0
4,1,7,0,2,0,0,7,1995,1,12,400,361,2,11,74,1,4,0
3,1,7,0,2,0,0,1,1994,1,12,400,375,2,5,79,0,3,0
4,1,4,0,2,0,0,12,1996,1,12,400,365,4,12,33,3,4,0
3,1,6,0,1,0,0,3,1995,1,13,400,420,2,6,72,0,3,0
2,1,7,0,1,0,0,9,1995,1,13,400,362,4,8,54,5,0,0
3,1,7,1,1,0,0,7,1994,1,13,400,376,2,4,49,0,3,0
2,1,6,0,1,0,0,3,1995,1,11,400,382,3,12,44,1,10,0
4,1,7,0,1,0,0,10,1995,1,13,400,371,2,8,38,1,4,0
4,1,6,0,2,0,0,7,1994,1,12,400,381,1,14,29,1,4,0
1,1,6,0,2,0,0,7,1994,1,21,400,361,2,12,41,3,5,0
2,1,6,0,2,0,0,7,1994,1,12,400,362,3,9,50,0,2,0
3,1,7,0,1,0,0,11,1994,1,11,400,368,2,5,53,1,6,0
3,1,5,0,2,0,0,8,1996,1,12,400,402,5,1,32,5,0,0
2,1,7,0,1,0,0,2,1994,1,11,400,398,2,10,68,0,0,0
2,1,0,0,2,0,0,4,1994,1,23,400,217,2,15,18,0,10,0
3,1,4,1,1,0,0,7,1996,1,11,400,373,1,15,24,0,3,0
4,1,7,0,1,0,0,3,1994,1,13,400,376,4,5,58,5,8,0
4,1,7,1,1,0,0,6,1996,1,11,400,368,2,3,50,0,20,0
4,1,6,0,2,0,0,6,1994,1,12,400,367,4,2,38,0,0,0
1,0,6,0,1,0,0,7,1994,0,11,400,361,1,5,56,5,1,0
4,1,6,0,3,0,0,6,1994,1,33,400,381,3,11,32,1,20,0
4,1,6,0,1,0,0,6,1994,0,11,400,363,4,16,34,5,4,0
1,1,6,1,1,0,0,9,1996,1,11,400,377,4,3,31,1,1,0
4,1,5,0,3,0,0,2,1995,1,33,400,381,1,10,32,0,20,0
3,1,6,0,2,0,0,5,1994,1,12,400,359,4,14,73,3,3,0
3,1,5,1,1,0,0,10,1996,1,13,400,374,3,10,29,0,3,0
1,1,6,0,2,0,0,10,1996,0,12,400,365,3,15,35,0,1,0
2,1,4,0,1,0,0,5,1995,0,13,400,375,1,16,55,0,0,0
4,0,7,0,1,0,0,1,1996,1,11,400,361,4,9,50,0,4,0
2,1,5,0,1,0,0,11,1995,0,11,400,370,1,3,35,1,2,0
2,1,1,0,1,0,0,11,1996,0,11,400,371,3,1,18,1,4,0
1,1,6,0,1,0,0,5,1994,1,11,400,365,4,14,42,0,1,0
4,1,5,0,2,0,0,8,1994,1,21,400,367,1,15,22,5,20,0
2,1,3,0,2,0,0,1,1995,1,12,400,12,4,7,23,0,2,0
3,1,6,0,2,0,0,6,1995,1,12,400,374,4,16,32,5,6,0
4,1,6,0,2,0,0,7,1995,0,12,400,361,4,13,51,1,4,0
2,1,5,0,1,0,0,8,1996,1,11,400,370,3,3,52,5,4,0
4,1,7,0,2,0,0,1,1995,1,12,400,43,4,4,50,0,8,0
4,1,4,1,1,0,0,12,1996,0,11,400,369,2,3,25,0,4,0
2,1,7,0,1,0,0,2,1995,1,11,400,372,2,6,72,1,2,0
1,1,5,0,2,0,0,6,1996,0,12,400,384,5,8,28,5,1,0
1,1,7,0,1,0,0,3,1994,1,11,400,366,2,2,47,0,2,0
1,1,7,0,2,0,0,6,1995,1,12,400,365,2,15,49,5,3,0
4,1,5,1,1,0,0,3,1994,1,11,400,366,2,12,28,0,4,0
2,1,7,1,1,0,0,2,1994,1,11,400,374,2,3,60,0,4,0
2,1,7,0,3,1,0,10,1996,1,33,700,374,2,12,40,0,10,0
2,1,6,0,2,0,0,1,1994,1,12,400,370,2,3,35,0,6,0
4,0,5,0,1,0,0,6,1994,1,11,400,372,1,16,27,5,4,0
3,1,6,0,2,0,0,5,1994,1,12,400,368,3,4,51,0,3,0
4,1,5,0,1,0,0,7,1995,1,11,400,370,3,2,28,5,8,0
1,1,5,1,1,0,0,5,1994,1,11,400,371,5,10,25,5,1,0
3,1,7,0,2,0,0,11,1995,1,12,400,365,2,1,36,0,3,0
1,1,5,1,1,0,0,8,1994,1,11,400,366,4,10,32,0,1,0
2,1,4,1,1,0,0,2,1994,1,11,400,393,3,16,21,0,0,0
3,1,4,1,1,0,0,2,1994,1,11,400,369,1,13,24,0,3,1
2,1,3,0,1,0,0,11,1996,0,11,400,377,2,16,29,5,2,0
1,1,6,0,3,0,0,2,1996,1,33,400,367,1,16,39,1,5,0
2,1,6,0,2,0,0,11,1996,1,12,400,368,3,5,30,5,4,0
1,1,7,0,1,0,0,3,1994,1,11,400,374,4,14,47,0,1,0
3,1,6,0,1,1,0,2,1994,1,11,700,366,1,11,47,0,0,0
4,1,5,1,2,0,0,6,1994,1,12,400,365,3,4,31,5,4,0
3,1,5,0,2,0,0,7,1995,1,12,400,365,2,15,27,5,6,0
4,1,6,1,1,0,0,1,1995,1,13,400,8,4,14,38,5,4,0
3,0,4,0,1,0,0,7,1994,1,11,400,370,3,16,23,1,3,1
3,1,5,0,1,0,0,11,1994,1,11,400,364,5,9,35,3,3,0
3,0,5,0,1,0,0,5,1994,1,13,400,360,5,9,35,3,3,0
1,1,6,0,1,0,0,2,1995,1,13,400,370,3,12,41,5,0,0
4,1,3,1,1,0,0,5,1995,1,13,400,375,4,6,19,0,4,0
4,1,6,0,2,0,0,9,1995,1,12,400,365,1,11,39,0,8,0
2,1,0,0,2,0,0,3,1994,1,23,400,276,3,11,18,0,10,0
4,1,5,0,1,0,0,1,1995,1,11,400,367,1,14,38,1,4,0
1,1,0,0,1,0,0,1,1994,1,11,400,366,1,6,19,0,5,0
2,1,4,0,2,0,0,9,1996,0,21,400,363,2,1,24,0,10,0
2,1,6,0,1,0,0,1,1995,0,11,400,5,5,5,32,0,2,0
4,1,4,0,2,0,0,8,1994,0,12,400,374,2,10,29,3,4,0
4,1,7,0,2,0,0,1,1995,1,12,400,365,3,1,57,3,4,0
4,1,6,0,2,0,0,3,1994,1,12,400,369,1,11,42,1,8,0
3,1,6,0,2,0,0,1,1996,1,12,400,365,4,3,45,3,6,0
4,1,5,0,2,0,0,3,1996,1,12,400,366,2,8,28,1,20,0
4,1,7,0,1,0,0,5,1996,1,13,400,384,2,12,52,0,0,0
4,1,7,1,2,0,0,3,1994,1,12,400,393,4,1,56,0,8,0
4,1,6,0,1,0,0,4,1995,1,13,400,365,4,5,62,3,0,1
3,1,7,0,1,0,0,5,1995,0,11,400,365,4,2,48,3,15,0
4,1,5,1,1,0,0,9,1994,1,11,400,370,3,6,42,5,4,0
2,0,4,0,1,0,0,5,1996,1,11,400,365,2,15,26,0,2,0
1,1,5,0,1,0,0,5,1996,1,13,400,365,1,3,32,0,1,0
3,1,4,0,2,0,0,10,1996,1,12,400,366,4,1,30,0,3,0
4,1,6,0,2,0,0,5,1996,0,12,400,368,4,3,50,1,4,0
1,1,6,0,1,0,0,12,1996,1,11,400,391,2,2,29,0,2,0
2,1,7,1,1,0,0,1,1995,1,13,400,88,2,3,51,0,2,0
4,1,4,0,2,0,0,6,1995,1,12,400,361,1,7,27,0,20,0
4,0,6,1,1,0,0,8,1994,1,11,400,373,4,4,54,5,4,0
3,1,7,0,1,1,0,3,1994,0,13,700,373,1,3,53,3,15,0
1,1,0,0,1,0,0,3,1995,1,13,400,367,4,2,19,0,5,0
3,1,5,0,2,0,0,8,1994,0,12,400,369,1,16,31,5,6,0
1,1,7,1,2,1,0,7,1994,1,12,500,364,5,7,42,5,2,0
4,1,4,0,2,0,0,5,1994,1,12,400,363,5,5,35,5,4,0
4,1,0,0,2,0,0,1,1994,1,12,400,19,3,12,19,0,20,0
2,1,4,0,2,0,0,2,1995,0,12,400,366,4,14,33,5,2,1
3,1,7,1,2,0,0,8,1995,1,12,400,369,2,13,61,3,6,0
3,1,7,0,1,0,0,10,1994,1,11,400,365,1,15,45,5,6,0
2,1,5,1,1,0,0,3,1994,1,11,400,374,4,6,26,1,2,0
2,0,6,0,1,0,0,4,1994,1,13,400,365,4,2,64,1,2,1
1,1,4,0,2,0,0,7,1994,0,12,400,366,5,9,34,0,2,0
2,1,6,0,2,0,0,12,1996,1,12,400,361,3,9,43,5,2,0
4,1,6,0,2,0,0,11,1994,1,12,400,370,3,7,35,5,4,0
1,1,4,1,1,0,0,12,1995,1,11,400,360,1,14,23,0,1,0
3,1,6,0,2,0,0,6,1996,0,12,400,365,2,12,26,0,3,0
4,1,5,1,2,0,0,9,1994,1,21,400,386,3,15,22,0,20,0
4,1,3,0,1,0,0,9,1995,1,13,400,370,2,2,29,0,4,0
3,1,5,1,1,0,0,9,1994,1,11,400,371,2,8,60,0,3,0
1,1,5,0,3,0,0,1,1994,1,33,400,29,5,11,38,0,3,0
1,0,5,0,2,0,0,11,1996,0,12,400,367,1,11,34,0,1,0
2,1,5,1,1,0,0,10,1996,0,13,400,367,3,9,35,1,2,0
4,1,0,0,2,0,0,4,1995,1,12,400,365,5,3,19,0,20,0
3,1,6,0,2,0,0,7,1996,1,12,400,365,5,12,29,1,3,0
4,1,5,0,1,0,0,3,1994,1,11,400,368,1,2,29,0,4,0
3,1,5,0,1,0,0,11,1995,1,11,400,366,4,12,32,5,3,0
1,1,6,0,1,0,0,3,1995,1,11,400,365,2,12,32,0,1,0
4,0,6,0,1,0,0,8,1995,1,11,400,368,4,1,44,3,4,0
4,1,5,0,1,0,0,6,1995,1,13,400,364,4,3,29,1,8,0
4,1,4,1,1,0,0,8,1996,1,13,400,359,4,13,50,1,4,0
2,1,7,0,1,0,0,6,1995,1,13,400,364,2,12,65,5,10,0
3,0,5,1,1,0,0,2,1994,0,13,400,382,3,10,34,0,3,0
3,1,5,0,2,0,0,4,1994,1,12,400,362,1,8,34,0,3,0
2,1,6,1,2,0,0,10,1994,1,12,400,366,5,10,38,3,4,0
3,1,7,1,1,0,0,2,1995,1,13,400,369,3,14,52,5,0,0
4,1,5,1,1,0,0,4,1996,1,13,400,372,4,4,40,1,0,0
1,1,6,1,1,0,0,7,1996,1,13,400,366,3,5,31,3,5,0
1,1,7,0,2,0,0,7,1996,1,12,400,375,2,12,53,5,1,0
3,1,6,0,2,0,0,7,1994,1,12,400,365,3,4,39,0,3,0
3,1,6,0,1,0,0,8,1995,1,13,400,366,1,14,38,1,0,1
3,1,7,0,1,0,0,2,1994,0,13,400,366,1,14,76,5,0,0
1,1,5,0,1,0,0,1,1995,1,11,400,366,2,8,26,0,1,0
3,1,6,1,1,0,0,1,1996,1,13,400,19,4,1,62,5,3,0
3,1,6,0,1,0,0,7,1995,1,11,400,372,4,9,34,0,3,0
2,1,6,0,2,0,0,11,1994,1,12,400,402,2,5,44,0,2,0
1,1,0,0,2,0,0,4,1996,1,12,400,370,1,9,19,0,5,0
4,0,7,1,1,0,0,2,1995,1,13,400,365,2,12,64,5,20,0
1,1,6,0,1,0,0,4,1995,1,11,400,360,2,10,33,0,1,0
1,1,7,1,1,0,0,10,1996,1,13,400,369,1,5,59,0,2,0
1,0,5,0,1,0,0,3,1996,1,11,400,366,5,16,30,0,1,0
3,1,6,0,2,0,0,8,1996,1,12,400,398,1,6,45,0,3,0
4,1,5,1,2,0,0,9,1995,1,21,400,370,3,5,34,0,20,1
2,1,5,0,2,0,0,12,1994,1,12,400,371,3,1,35,3,4,0
1,1,6,0,1,0,0,1,1996,1,11,400,144,3,14,36,0,2,0
2,1,7,0,1,0,0,2,1994,1,11,400,370,3,10,50,1,2,0
2,1,6,1,1,0,0,10,1996,1,11,400,371,3,8,34,0,4,0
3,1,0,0,2,0,0,2,1995,1,12,400,365,2,9,19,0,15,0
1,1,7,0,1,0,0,9,1996,1,11,400,365,1,5,48,0,2,0
4,1,6,1,1,0,0,2,1996,1,13,400,369,1,6,33,5,0,0
2,1,6,0,1,0,0,2,1995,1,13,400,360,2,5,33,5,2,0
3,1,2,1,1,0,0,11,1995,1,11,400,376,2,5,21,3,3,0
2,0,5,1,1,0,0,3,1994,1,11,400,367,3,10,41,1,2,0
3,1,5,1,1,0,0,12,1994,1,13,400,360,1,12,31,0,3,0
1,1,0,0,1,0,0,5,1994,1,13,400,361,4,3,19,0,5,0
2,0,6,0,1,0,0,12,1996,1,13,400,373,4,13,67,5,4,0
2,1,7,0,2,0,0,4,1995,1,12,400,365,4,14,51,1,4,0
3,1,6,0,2,0,0,6,1995,1,12,400,369,2,9,43,0,3,0
2,1,7,1,1,0,0,6,1995,1,13,400,374,1,14,57,5,2,0
3,1,7,0,2,0,0,5,1994,0,12,400,365,2,14,59,5,3,0
1,1,6,1,1,0,0,1,1996,1,11,400,75,2,12,30,3,2,0
1,1,6,0,1,0,0,1,1994,1,13,400,15,4,3,34,3,1,0
1,1,3,1,1,0,0,1,1994,0,11,400,377,2,14,32,1,2,0
4,1,6,0,1,0,0,3,1994,1,11,400,365,2,4,39,0,8,0
2,1,7,0,1,0,0,1,1994,1,13,400,28,2,10,43,0,4,0
1,1,5,1,1,0,0,7,1994,1,11,400,371,1,15,30,0,1,0
